,Speciality,address,clinic,doctor-name,doctor_image,telephone
542,['GP/Family Doctor'],"No. 8, Jalan Kemuning Prima E33/E, Kemuning Utama (Sec 33), 40400 Shah Alam, Selangor.",Klinik & Surgeri Elan,['Elangkovan A/L Patchai'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 87427533
543,['GP/Family Doctor'],"95, Jalan Morib, Banting, Selangor",Klinik & Surgeri Kuben 24 Jam,['Kubendran a/l T Munusamy'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 351217004
544,['GP/Family Doctor'],"No.95,, Jalan Sultan Alam Shah, Banting, 42700, Selangor Darul Ehsan",Klinik & Surgeri Kuben 24 Jam (banting),['Dr. Kubendran A/l T. Munusamy'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+06-31813633
545,"['GP/Family Doctor, Occupational Med Specialist']","23, Taman Ros, Jalan Sultan Abdullah, 36000 Teluk Intan, Perak",Klinik & Surgeri Lee,['Lee Teik Leong'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+605 6232323
546,['GP/Family Doctor'],"27, Millennia Business Centre, Jalan Manickavasagam, 70200 Seremban, Negeri Sembilan",Klinik & Surgeri Phan,['Samuel Phan Sern How'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 390767480
547,['GP/Family Doctor'],"No. 19, Jalan Sungai Batu 6 Jalan 3, Taman Sungai Kapar Indah, Sungai Kapar Indah, 42200 Kapar, Selangor, Malaysia",Klinik & Surgeri Reven,['Revendran A/L K. Somasundram'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603-32919154
548,['GP/Family Doctor'],"No. 11 & 13, Jalan Sp 1, Taman Semabok Perdana, 75050 Melaka",Klinik & Surgeri Semabok Perdana,['Sivanathan A/L Periethamby'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 62922422
549,['GP/Family Doctor'],"30, Jalan Faedah 25/86, Taman Sri Muda, 40400 Shah Alam, Selangor.",Klinik & Surgeri Sidhu,['Jaswant Singh A/L Polar Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603 51219109
550,['GP/Family Doctor'],"No. 25, Jalan Mewah 25/63, Taman Sri Muda Section 25, 40400 Shah Alam, Selangor.",Klinik & Surgeri Sri Muda,['Diwan Subramaniam'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTk1ZGRmYjNjNWM0NS5qcGc='],+60 351319848
551,"['Aesthetic Doctor, GP/Family Doctor']","121, Jalan PJS 11/2, Subang Indah, Bandar Sunway, 46150 Petaling Jaya, Selangor",Klinik & Surgeri Suncare (Bandar Sunway),['Phoon Kok Wai'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTgyMmViZWU1NzdiZi5qcGc='],+6 03 56320678
552,"['Aesthetic Doctor, GP/Family Doctor']","30g, Jalan Desa Serdang 2, Serdang, Seri Kembangan, Selangor",Klinik & Surgeri Suncare (Serdang),['Phoon Kok Wai'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTgyMmViZWU1NzdiZi5qcGc='],+60 389458035
553,"['Aesthetic Doctor, GP/Family Doctor']","4, Jalan Dagang Sb 4/2, Taman Sg Besi Indah, 43000 Seri Kembangan, Selangor.",Klinik & Surgeri Suncare (Seri Kembangan),['Phoon Kok Wai'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTgyMmViZWU1NzdiZi5qcGc='],+6014 9653567
554,['GP/Family Doctor'],"No.223, Jalan 1, Kawasan 2, Taman Sri Andalas, Klang, 41200, Selangor Darul Ehsan",Klinik & Surgeri Vijay (taman Sri Andalas),['Dr. Parimalar A/p Karupaya'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-33221202
555,['GP/Family Doctor'],"23 Jalan Maxwell, Rawang, Selangor",Klinik & Surgery S.G. Sundare,['Gunasundari A/P Subramanian'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 389597878
556,['GP/Family Doctor'],"25, Jalan Tembikai, Taman Mutiara, 14000 Bukit Mertajam,Pulau Pinang",Klinik 1 Utama,['Shuy Eng Gee'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 360919886
557,['GP/Family Doctor'],"11, Jalan Perdana 3/4, Taman Puchong Perdana, Puchong",Klinik 1 Wawasan,['Karuna Devi'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTk5YmEwODRkZTY2NC5qcGc='],+603 80622530
558,['GP/Family Doctor'],"No 16 G, Jalan Pjs 8/10, Dataran Mentari, Bandar Sunway, 46150 Petaling Jaya, Selangor.",Klinik A Mohan,['Suppera Mohan Sinnadurai'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603 56300081
559,['GP/Family Doctor'],"Lot 4g-2, Pusat Daerah Seksyen 6, Shah Alam, Selangor",Klinik Ab Malek,['AB Malek Bin Abdullah'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTczYTk0YTQzNDFkOS5qcGc='],+60 356300081
560,['GP/Family Doctor'],"No. 12, Lorong Batu Nilam 27a, Bandar Bukit Tinggi 2, Klang, 41200, Selangor Darul Ehsan",Klinik Abbiy (bandar Bukit Tinggi),['Dr. Maheswari A/p S Chinniah'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+012-6912519
561,['GP/Family Doctor'],"No. 14, Bandar Baru Ampangan, 70400 Seremban, Negeri Sembilan",Klinik Abdullah,['Mohd Yusoff B. Dr Abdullah'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 355105277
562,['GP/Family Doctor'],"Global IT Centre, Hewlett Packard, Persiaran Rimba Permai, Cyber 8, Cyberjaya, Selangor",Klinik Abraham George & Partners Cyberjaya,['Tirupura Sundarie Duraisamy'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603 83108410
563,['GP/Family Doctor'],"No. SA 5-G Lorong Pandan Pertama 5, Pandan Utama 68000 Ampang, Selangor",Klinik Adnin,['Norshidah Binti Abdul Moti'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603 92855188
564,['GP/Family Doctor'],"No. 51-G, Jalan Cempaka 28, Pusat Komersial Cempaka, Senawang 70450 Seremban, Negeri Sembilan",Klinik Ah-Mat,['Mahmood Ahmad Tanveer'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 321418998
565,['GP/Family Doctor'],"No.4, Jalan Tukas 18/34, Section 18, Shah Alam, 40000, Selangor Darul Ehsan",Klinik Ahmad Shah (jalan Tukas),['Dr. Syed Amanullah Bin Ahmad Shah'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-55416025
566,['GP/Family Doctor'],"No.22, Jalan Perbahan Satu 26/2a, Section 26, Shah Alam, 40000, Selangor Darul Ehsan",Klinik Ahmad Shah (section 26),['Dr. Anita Binti Suleiman'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-51915224
567,['GP/Family Doctor'],"No.36, Jalan Sekincang 26/9, Section 26, Shah Alam, 40000, Selangor Darul Ehsan",Klinik Ahmad Shah (sekincang),['Dr. Noraida Binti Ismail'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-51915317
568,['GP/Family Doctor'],"A-G-9, Jalan Taman Sri Sentosa, Kuala Lumpur",Klinik Ahmad Shan Dan Surgeri,['S. Shanmuganathan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603 77819905
569,['GP/Family Doctor'],"B1-7 Blok B, Plaza Dwi Tasik Jalan 5/106, Bandar Sri Permaisuri, Cheras, Kuala Lumpur",Klinik Aidura,['Aidura Binti Mustapa'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 377819905
570,['GP/Family Doctor'],"No. I-12-g, Putra Walk, Jalan Pp25, Taman Pinggiran Putra Seksyen 2,, Seri Kembangan, 43300, Selangor Darul Ehsan",Klinik Aiman Maju (seri Kembangan),['Dr. Ridzuan Bin Harun'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60389538840
571,['GP/Family Doctor'],"B25, Jalan Pusat Niaga Klia 2, Klia Business Centre, 71800 Kuarters Klia, Nilai Negeri Sembilan",Klinik Aisyah Dan Yusof,['Rohimah Bt Md Yusoff'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 391731173
572,['GP/Family Doctor'],"B-9-g, Alam Avenue, Jalan Serai Wangi G16/g, Persiaran Selangor, Shah Alam, 40200, Selangor Darul Ehsan",Klinik Aj Jazhah (shah Alam),['Dr. Norrasniza Binti Abdul Karim'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-55232305
573,['GP/Family Doctor'],"No 20 Jalan Kristal J7/J,Persiaran Bestari, Seksyen 7 Shah Alam, 40000, Selangor.",Klinik Ajwa,['Leny Marlina Binti Muskimin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 67913966
574,['GP/Family Doctor'],"No 8, Jalan 30, Taman Dato Senu, Sentul, 51000 Kuala Lumpur",Klinik Al Ikhwan,['Omar Jantan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 355106258
575,['GP/Family Doctor'],"No 8 Medah Taming Sari 3 ,Taman Taming Jaya ,43300 , Balakong , Selangor",Klinik Al-Shifah,['Saadat Ullah Khan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 340428516
576,"['GP/Family Doctor, Aesthetic Doctor']","J-G-5 Jalan Ss7/26, Kelana Jaya, Park Lane Commercial Center, 47301 Petaling Jaya, Selangor, Malaysia",Klinik Alainn,['Nurul Ain Abdullah'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTczZDI0ZTBjZjkxZS5qcGc='],+60 389640512
577,['GP/Family Doctor'],"No.24, Jalan Damai Raya 2, Alam Damai, 56000 Cheras, Wilayah Persekutuan Kuala Lumpur",Klinik Alam Damai,['Mazlah Binti Bidin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 378028099
578,['GP/Family Doctor'],"B-G-18, Jalan Pju 1a/20a, Dataran Ara Damansara, 47301 Petaling Jaya, Selangor",Klinik Alam Medic - Ara Damansara,['J. Pannirselvan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 391057200
579,['GP/Family Doctor'],"No. 23, Jalan B/34b, Section 34, 40470 Shah Alam, Selangor",Klinik Alam Medic - Shah Alam,['Yoges Kumari A/P Jusuniah'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 378476872
580,['GP/Family Doctor'],"No. 26, Jalan Putra Mahkota 7/8e, Putra Point Centre, Putra Heights 47650 Subang Jaya, Selangor",Klinik Alam Medic - Subang Jaya,['Narinder Kaur Gill'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTczZmViOWRkMzFiMi5QTkc='],+60 351614487
581,['GP/Family Doctor'],"No 35-g, Jalan Ramin 1/ks7, Bandar Botanic, Klang, 41200, Selangor Darul Ehsan",Klinik Alam Medic (bandar Botanic),['Dr Rajaselvam A/p M Vengu'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60333185794
582,['GP/Family Doctor'],"No.18-00-1, Lorong Batu Nilam 4a, Bandar Bukit Tinggi, Klang, 41200, Selangor Darul Ehsan",Klinik Alam Medic (bandar Bukit Tinggi),['Dr. Chew Oi Ling'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-33234277
583,['GP/Family Doctor'],"No.4, Jalan Pjs 11/28, Bandar Sunway, Petaling Jaya, 46150, Selangor Darul Ehsan",Klinik Alam Medic (bandar Sunway),['Dr. Chong Yen Yin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-56362659
584,['GP/Family Doctor'],"No.27, Jalan Perniaga U1/34, Seksyen U1, Hicom Glenmarie Industrial Park, Shah Alam, 40150, Selangor Darul Ehsan",Klinik Alam Medic (hicom Glenmarie),['Dr. Chan Kar Mun'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-58798576
585,['GP/Family Doctor'],"No.645-4, Batu 4, Jalan Ipoh, Kuala Lumpur, 51200, Wilayah Persekutuan Kuala Lumpur",Klinik Alam Medic (jalan Ipoh),['Dr. Sukhdev Singh S/o Gajjan Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-62582420
586,['GP/Family Doctor'],"No 33, Jalan 2/1, Taman Seri Jaromas, Jenjarom, 42600, Selangor Darul Ehsan",Klinik Alam Medic (jenjarom),['Dr Jaya Chandran Perumal'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60331913178
587,['GP/Family Doctor'],"No. 12-g, Jalan Puteri 2a/2, Bandar Puteri, Kajang, 43000, Selangor Darul Ehsan",Klinik Alam Medic (kajang),['Dr Bahrin Shah Bin Baharudin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60166472857
588,['GP/Family Doctor'],"No 5-G Jalan Prima 1, Metro Prima, 52100 Kepong, Kuala Lumpur",Klinik Alam Medic (Kepong),['Ling Kam Huei'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTgzMmIwYTk1ZjcwNy5KUEc='],+60 351924787
589,['GP/Family Doctor'],"No. 5565, Jalan Rantau Panjang/ku4, Batu 3/4, Jalan Kapar, Klang, 42100, Selangor Darul Ehsan",Klinik Alam Medic (klang),['Dr Julie Anne A/p Susean Manikam'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60332914723
590,['GP/Family Doctor'],"No.24, Jalan Bendahara 1, Taman Mendahara, Kuala Selangor, 45000, Selangor Darul Ehsan",Klinik Alam Medic (kuala Selangor),['Dr. Anbuchelvan A/l Muniandy'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-32811296
591,['GP/Family Doctor'],"No.41, Jalan Perdana 3/4, Taman Puchong Perdana, Puchong, 47150, Selangor Darul Ehsan",Klinik Alam Medic (taman Puchong Perdana),['Dr. Chen Wei Seng'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-80615791
592,['GP/Family Doctor'],"No.25, Jalan Dato Dagang 39, Taman Sri Sentosa, Klang, 41200, Selangor Darul Ehsan",Klinik Alam Medic (taman Sri Sentosa),['Dr. Venkateswara Rao/ Krishnan'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+603-51615426
593,['GP/Family Doctor'],"No 3, Block A, Jalan Gc/1, Glomac Cyberjaya, 63200 Cyberjaya, Selangor",Klinik Alam Medic Cyberjaya,['Lee Chin Yong'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWM2NTMzMjRhZTgyYi5qcGc='],+60 383226172
594,['GP/Family Doctor'],"9,Jalan 3/125d, Desa Petaling, 57100 Kl",Klinik Alam Medic Desa Petaling,['Mahesan a/l Subramaniam'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 383226172
595,['GP/Family Doctor'],"80, Jalan Haji Hussein 50300 Kuala Lumpur",Klinik Alam Medic Jalan Haji Hussein,['Mahesan a/l Subramaniam'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 390541533
596,['GP/Family Doctor'],"No. 24, Jalan 14/48a Sentul Raya Boulevard Off Jalan Sentul, 51000 Kuala Lumpur",Klinik Alam Medic Jalan Sentul,['Parimala Devi a/p Karunakaran'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 326925160
597,['GP/Family Doctor'],"F-11-Ga, Jalan Prima Saujana 2/D, Sek. 2, Taman Prima Saujana, 43000 Kajang, Selangor",Klinik Alam Medic Kajang,['Mohd. Shamsuriza B. Husain'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 340414768
598,['GP/Family Doctor'],"No. 251 (Ground Floor), Jalan Meru, Taman Bunga Melor, 41050 Klang, Selangor",Klinik Alam Medic Klang,['Sangeeta Kaur A/P Jaktaram Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 387344535
599,['GP/Family Doctor'],"Giant Hypermarket, 1st Floor, Lot F01 & F02, No. 16 Jalan Pju 5/1, Kota Damansara, 47810 Petaling Jaya, Selangor",Klinik Alam Medic Kota Damansara,['Chan Yuen Seng'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 333426536
600,['GP/Family Doctor'],"D3-0-30 & D3-1-30, No 1 Jalan 1/152, Taman Oug Parklane, 58200, Kuala Lumpur",Klinik Alam Medic OUG,['Yuen Yun Chiong'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWM2NTNiMWMyOWJkZi5qcGc='],+60377732796
601,['GP/Family Doctor'],"A-G-7 Blok A, Pusat Perdagangan Pelangi, Pelangi Damansara, Pju 6, Persiaran Surian, 47800 Petaling Jaya, Selangor",Klinik Alam Medic Pelangi Damansara,['Subash Nair'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 377732796
602,['GP/Family Doctor'],"Ground Floor, 179, Jalan Ss 2/24, Ss 2, 47300 Petaling Jaya, Selangor",Klinik Alam Medic Pj,['Sofea Nur Ain Tan Binti Abdullah'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 377292363
603,['GP/Family Doctor'],"No 25, Jalan Dd 3a/1 taman Dato Demang Seri Kembangan, 43300 selangor",Klinik Alam Medic Seri Kembangan,['Lai Pei Teng'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTgzNTYxM2ExM2E5My5wbmc='],+60 378658837
604,['GP/Family Doctor'],"No.41 Jalan Makmur 25/64, Taman Sri Muda , 40400 Shah Alam",Klinik Alam Medic Shah Alam (Sri Muda),['Lim Ewe Hin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 351214177
605,['GP/Family Doctor'],"No 1 Jalan Puj 3/12, Taman Puncak Jalil, Bandar Putra Permai, 43300, Seri Kembangan, Selangor",Klinik Alam Medic Taman Puncak Jalil,['DR. DALJIT SINGH A/L SAJHAN SINGH'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 389402279
606,['GP/Family Doctor'],"No. 5 Jalan Midah 5, Taman Midah, Cheras, 56000, Wilayah Persekutuan Kuala Lumpur",Klinik Alam Medik (jalan Midah),['Dr. Huong Chiet Hui'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-91340566
607,['GP/Family Doctor'],"No. 27, Jalan Labu 28/23, Taman Alam Megah, Shah Alam, 40000, Selangor Darul Ehsan",Klinik Alam Megah (tmn Alam Megah),['Dr. Sutharsan A/l Sinnadurai'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-51913004
608,['GP/Family Doctor'],"No. 16, Jalan Kenari 1, Bandar Puchong Jaya, 47100 Petaling Jaya Selangor",Klinik Alliance,['Ho Char Wei'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNWM2NTMxMjhiOTE4OC5qcGc='],+60 358807989
609,['GP/Family Doctor'],"No. 6, Jalan Seri Putra 3/13, Bandar Seri Putra, 43000 Kajang, Selangor",Klinik Amal Poliklinik & Surgeri,['Mohd Nazri B Mohd Harison'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 389223404
610,['GP/Family Doctor'],"25 Jalan Badminton 13/39, 40100 Shah Alam, Selangor.",Klinik Amal Shah Alam,['Zanariah Binti Ariffin'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTc0NTU5MDI2NjZiOC5qcGc='],+60 355244166
611,['GP/Family Doctor'],"B11-G, Jalan Ss 15/4d, Ss15, 47500, Petaling Jaya, Selangor, 47500, Malaysia",Klinik Aman,['Emolak Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL0RfNTczZWRmMmNiN2RmMi5QTkc='],+60 356341877
612,['GP/Family Doctor'],"71, Jalan Stesen,Tapah",Klinik Aman,['Awtar Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+6054011546
613,['GP/Family Doctor'],"No.9, Jalan Bukit Ceding 28/4, Seksyen 28, Taman Alam Megah, Shah Alam, 40400, Selangor Darul Ehsan",Klinik Aman (alam Megah),['Dr. Norhayati Binti Abdul Rauf'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-51919692
614,['GP/Family Doctor'],"No.59, Jalan Bandar Rawang 2, Bandar Baru Rawang, Rawang, 48000, Selangor Darul Ehsan",Klinik Amar (bandar Baru Rawang),['Dr. Bhovinder Kuar A/p Mitt Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+03-60925003
615,['GP/Family Doctor'],"No.13G jalan, Pusat bch 1A, Bandar Country Homes, 48000 Rawang Selangor",Klinik Amar (Bandar Country Homes),['Amarjeet Singh A/L Hazura Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL000MTE3XzU4MjdlY2IxMDAxY2YuanBn'],+60 36733 8203
616,['GP/Family Doctor'],"13G Jalan Orkid 1A, Sek BS2 Bukit Sentosa, 48300 Rawang, Selangor.",Klinik Amar (Bukit Sentosa),['Amarjeet Singh A/L Hazura Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL000MTE3XzU4MjdlY2IxMDAxY2YuanBn'],+60 3-6028 5003
617,['GP/Family Doctor'],"59 Jalan Bandar Rawang 2, Bandar Baru Rawang, 48000 Rawang, Selangor.",Klinik Amar (Rawang),['Amarjeet Singh A/L Hazura Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvbWVtYmVyL000MTE3XzU4MjdlY2IxMDAxY2YuanBn'],+603-6092 5003
618,['GP/Family Doctor'],"4, Ss 5b/4, Kelana Jaya, Petaling Jaya, Selangor Darul",Klinik Amardev Surgery,['Kernail Singh'],['https://www.getdoc.com/en/common/image/display/75/75/dXBsb2FkZWQvZGVmYXVsdC9kZWZhdWx0LWF2dC1kb2N0b3IuanBn'],+60 378740849
